	act	scene	char_from	char_to	sentence
512	3	2	PLAYER KING	HAMLET	’Tis deeply sworn. Sweet, leave me here awhile. My spirits grow dull, and fain I would beguile The tedious day with sleep.
513	3	2	PLAYER QUEEN	PLAYER KING	Sleep rock thy brain, And never come mischance between us twain.
514	3	2	HAMLET	PLAYER QUEEN	Madam, how like you this play?
515	3	2	QUEEN	HAMLET	The lady protests too much, methinks.
516	3	2	HAMLET	QUEEN	O, but she’ll keep her word.
517	3	2	KING	HAMLET	Have you heard the argument? Is there no offence in’t?
518	3	2	HAMLET	KING	No, no, they do but jest, poison in jest; no offence i’ th’ world.
519	3	2	KING	HAMLET	What do you call the play?
520	3	2	HAMLET	KING	_The Mousetrap._ Marry, how? Tropically. This play is the image of a murder done in Vienna. Gonzago is the Duke’s name, his wife Baptista: you shall see anon; ’tis a knavish piece of work: but what o’ that? Your majesty, and we that have free souls, it touches us not. Let the gall’d jade wince; our withers are unwrung. Enter Lucianus. This is one Lucianus, nephew to the King.
521	3	2	OPHELIA	HAMLET	You are a good chorus, my lord.
522	3	2	HAMLET	OPHELIA	I could interpret between you and your love, if I could see the puppets dallying.
523	3	2	OPHELIA	HAMLET	You are keen, my lord, you are keen.
524	3	2	HAMLET	OPHELIA	It would cost you a groaning to take off my edge.
525	3	2	OPHELIA	HAMLET	Still better, and worse.
526	3	2	HAMLET	OPHELIA	So you mistake your husbands.—Begin, murderer. Pox, leave thy damnable faces, and begin. Come, the croaking raven doth bellow for revenge.
527	3	2	LUCIANUS	HAMLET	Thoughts black, hands apt, drugs fit, and time agreeing, Confederate season, else no creature seeing; Thou mixture rank, of midnight weeds collected, With Hecate’s ban thrice blasted, thrice infected, Thy natural magic and dire property On wholesome life usurp immediately.
528	3	2	HAMLET	LUCIANUS	He poisons him i’ th’garden for’s estate. His name’s Gonzago. The story is extant, and written in very choice Italian. You shall see anon how the murderer gets the love of Gonzago’s wife.
529	3	2	OPHELIA	HAMLET	The King rises.
530	3	2	HAMLET	OPHELIA	What, frighted with false fire?
531	3	2	QUEEN	HAMLET	How fares my lord?
532	3	2	POLONIUS	QUEEN	Give o’er the play.
533	3	2	KING	POLONIUS	Give me some light. Away. All. Lights, lights, lights.
534	3	2	HAMLET	KING	Why, let the strucken deer go weep, The hart ungalled play; For some must watch, while some must sleep, So runs the world away. Would not this, sir, and a forest of feathers, if the rest of my fortunes turn Turk with me; with two Provincial roses on my razed shoes, get me a fellowship in a cry of players, sir?
535	3	2	HORATIO	HAMLET	Half a share.
536	3	2	HAMLET	HORATIO	A whole one, I. For thou dost know, O Damon dear, This realm dismantled was Of Jove himself, and now reigns here A very, very—pajock.
537	3	2	HORATIO	HAMLET	You might have rhymed.
538	3	2	HAMLET	HORATIO	O good Horatio, I’ll take the ghost’s word for a thousand pound. Didst perceive?
539	3	2	HORATIO	HAMLET	Very well, my lord.
540	3	2	HAMLET	HORATIO	Upon the talk of the poisoning?
541	3	2	HORATIO	HAMLET	I did very well note him.
542	3	2	HAMLET	HORATIO	Ah, ha! Come, some music. Come, the recorders. For if the king like not the comedy, Why then, belike he likes it not, perdie. Come, some music. Enter Rosencrantz and Guildenstern.
543	3	2	GUILDENSTERN	HAMLET	Good my lord, vouchsafe me a word with you.
544	3	2	HAMLET	GUILDENSTERN	Sir, a whole history.
545	3	2	GUILDENSTERN	HAMLET	The King, sir—
546	3	2	HAMLET	GUILDENSTERN	Ay, sir, what of him?
547	3	2	GUILDENSTERN	HAMLET	Is in his retirement, marvellous distempered.
548	3	2	HAMLET	GUILDENSTERN	With drink, sir?
549	3	2	GUILDENSTERN	HAMLET	No, my lord; rather with choler.
550	3	2	HAMLET	GUILDENSTERN	Your wisdom should show itself more richer to signify this to the doctor, for me to put him to his purgation would perhaps plunge him into far more choler.
551	3	2	GUILDENSTERN	HAMLET	Good my lord, put your discourse into some frame, and start not so wildly from my affair.
552	3	2	HAMLET	GUILDENSTERN	I am tame, sir, pronounce.
553	3	2	GUILDENSTERN	HAMLET	The Queen your mother, in most great affliction of spirit, hath sent me to you.
554	3	2	HAMLET	GUILDENSTERN	You are welcome.
555	3	2	GUILDENSTERN	HAMLET	Nay, good my lord, this courtesy is not of the right breed. If it shall please you to make me a wholesome answer, I will do your mother’s commandment; if not, your pardon and my return shall be the end of my business.
556	3	2	HAMLET	GUILDENSTERN	Sir, I cannot.
557	3	2	GUILDENSTERN	HAMLET	What, my lord?
558	3	2	HAMLET	GUILDENSTERN	Make you a wholesome answer. My wit’s diseased. But, sir, such answer as I can make, you shall command; or rather, as you say, my mother. Therefore no more, but to the matter. My mother, you say,—
559	3	2	ROSENCRANTZ	HAMLET	Then thus she says: your behaviour hath struck her into amazement and admiration.
560	3	2	HAMLET	ROSENCRANTZ	O wonderful son, that can so stonish a mother! But is there no sequel at the heels of this mother’s admiration?
561	3	2	ROSENCRANTZ	HAMLET	She desires to speak with you in her closet ere you go to bed.
562	3	2	HAMLET	ROSENCRANTZ	We shall obey, were she ten times our mother. Have you any further trade with us?
563	3	2	ROSENCRANTZ	HAMLET	My lord, you once did love me.
564	3	2	HAMLET	ROSENCRANTZ	And so I do still, by these pickers and stealers.
565	3	2	ROSENCRANTZ	HAMLET	Good my lord, what is your cause of distemper? You do surely bar the door upon your own liberty if you deny your griefs to your friend.
566	3	2	HAMLET	ROSENCRANTZ	Sir, I lack advancement.
567	3	2	ROSENCRANTZ	HAMLET	How can that be, when you have the voice of the King himself for your succession in Denmark?
568	3	2	HAMLET	ROSENCRANTZ	Ay, sir, but while the grass grows—the proverb is something musty. Re-enter the Players with recorders. O, the recorders. Let me see one.—To withdraw with you, why do you go about to recover the wind of me, as if you would drive me into a toil?
569	3	2	GUILDENSTERN	HAMLET	O my lord, if my duty be too bold, my love is too unmannerly.
570	3	2	HAMLET	GUILDENSTERN	I do not well understand that. Will you play upon this pipe?
571	3	2	GUILDENSTERN	HAMLET	My lord, I cannot.
572	3	2	HAMLET	GUILDENSTERN	I pray you.
573	3	2	GUILDENSTERN	HAMLET	Believe me, I cannot.
574	3	2	HAMLET	GUILDENSTERN	I do beseech you.
575	3	2	GUILDENSTERN	HAMLET	I know no touch of it, my lord.
576	3	2	HAMLET	GUILDENSTERN	’Tis as easy as lying: govern these ventages with your finger and thumb, give it breath with your mouth, and it will discourse most eloquent music. Look you, these are the stops.
577	3	2	GUILDENSTERN	HAMLET	But these cannot I command to any utterance of harmony. I have not the skill.
578	3	2	HAMLET	GUILDENSTERN	Why, look you now, how unworthy a thing you make of me! You would play upon me; you would seem to know my stops; you would pluck out the heart of my mystery; you would sound me from my lowest note to the top of my compass; and there is much music, excellent voice, in this little organ, yet cannot you make it speak. ’Sblood, do you think I am easier to be played on than a pipe? Call me what instrument you will, though you can fret me, you cannot play upon me. Enter Polonius. God bless you, sir.
579	3	2	POLONIUS	HAMLET	My lord, the Queen would speak with you, and presently.
580	3	2	HAMLET	POLONIUS	Do you see yonder cloud that’s almost in shape of a camel?
581	3	2	POLONIUS	HAMLET	By the mass, and ’tis like a camel indeed.
582	3	2	HAMLET	POLONIUS	Methinks it is like a weasel.
583	3	2	POLONIUS	HAMLET	It is backed like a weasel.
584	3	2	HAMLET	POLONIUS	Or like a whale.
585	3	2	POLONIUS	HAMLET	Very like a whale.
586	3	2	HAMLET	POLONIUS	Then will I come to my mother by and by.—They fool me to the top of my bent.—I will come by and by.
587	3	2	POLONIUS	HAMLET	I will say so.
588	3	2	HAMLET	POLONIUS	By and by is easily said. Leave me, friends. ’Tis now the very witching time of night, When churchyards yawn, and hell itself breathes out Contagion to this world. Now could I drink hot blood, And do such bitter business as the day Would quake to look on. Soft now, to my mother. O heart, lose not thy nature; let not ever The soul of Nero enter this firm bosom: Let me be cruel, not unnatural. I will speak daggers to her, but use none; My tongue and soul in this be hypocrites. How in my words somever she be shent, To give them seals never, my soul, consent.
589	3	3	KING	GUILDENSTERN	I like him not, nor stands it safe with us To let his madness range. Therefore prepare you, I your commission will forthwith dispatch, And he to England shall along with you. The terms of our estate may not endure Hazard so near us as doth hourly grow Out of his lunacies.
590	3	3	GUILDENSTERN	KING	We will ourselves provide. Most holy and religious fear it is To keep those many many bodies safe That live and feed upon your Majesty.
591	3	3	ROSENCRANTZ	GUILDENSTERN	The single and peculiar life is bound With all the strength and armour of the mind, To keep itself from ’noyance; but much more That spirit upon whose weal depend and rest The lives of many. The cease of majesty Dies not alone; but like a gulf doth draw What’s near it with it. It is a massy wheel Fix’d on the summit of the highest mount, To whose huge spokes ten thousand lesser things Are mortis’d and adjoin’d; which when it falls, Each small annexment, petty consequence, Attends the boist’rous ruin. Never alone Did the King sigh, but with a general groan.
592	3	3	KING	ROSENCRANTZ	Arm you, I pray you, to this speedy voyage; For we will fetters put upon this fear, Which now goes too free-footed. ROSENCRANTZ and
593	3	3	GUILDENSTERN	KING	We will haste us. Enter Polonius.
594	3	3	POLONIUS	GUILDENSTERN	My lord, he’s going to his mother’s closet. Behind the arras I’ll convey myself To hear the process. I’ll warrant she’ll tax him home, And as you said, and wisely was it said, ’Tis meet that some more audience than a mother, Since nature makes them partial, should o’erhear The speech of vantage. Fare you well, my liege, I’ll call upon you ere you go to bed, And tell you what I know.
595	3	3	KING	POLONIUS	Thanks, dear my lord. O, my offence is rank, it smells to heaven; It hath the primal eldest curse upon’t,— A brother’s murder! Pray can I not, Though inclination be as sharp as will: My stronger guilt defeats my strong intent, And, like a man to double business bound, I stand in pause where I shall first begin, And both neglect. What if this cursed hand Were thicker than itself with brother’s blood, Is there not rain enough in the sweet heavens To wash it white as snow? Whereto serves mercy But to confront the visage of offence? And what’s in prayer but this twofold force, To be forestalled ere we come to fall, Or pardon’d being down? Then I’ll look up. My fault is past. But O, what form of prayer Can serve my turn? Forgive me my foul murder! That cannot be; since I am still possess’d Of those effects for which I did the murder,— My crown, mine own ambition, and my queen. May one be pardon’d and retain th’offence? In the corrupted currents of this world Offence’s gilded hand may shove by justice, And oft ’tis seen the wicked prize itself Buys out the law. But ’tis not so above; There is no shuffling, there the action lies In his true nature, and we ourselves compell’d Even to the teeth and forehead of our faults, To give in evidence. What then? What rests? Try what repentance can. What can it not? Yet what can it, when one cannot repent? O wretched state! O bosom black as death! O limed soul, that struggling to be free, Art more engag’d! Help, angels! Make assay: Bow, stubborn knees; and heart with strings of steel, Be soft as sinews of the new-born babe. All may be well. Enter Hamlet.
596	3	3	HAMLET	KING	Now might I do it pat, now he is praying. And now I’ll do’t. And so he goes to heaven; And so am I reveng’d. That would be scann’d: A villain kills my father, and for that I, his sole son, do this same villain send To heaven. O, this is hire and salary, not revenge. He took my father grossly, full of bread, With all his crimes broad blown, as flush as May; And how his audit stands, who knows save heaven? But in our circumstance and course of thought, ’Tis heavy with him. And am I then reveng’d, To take him in the purging of his soul, When he is fit and season’d for his passage? No. Up, sword, and know thou a more horrid hent: When he is drunk asleep; or in his rage, Or in th’incestuous pleasure of his bed, At gaming, swearing; or about some act That has no relish of salvation in’t, Then trip him, that his heels may kick at heaven, And that his soul may be as damn’d and black As hell, whereto it goes. My mother stays. This physic but prolongs thy sickly days. The King rises and advances.
597	3	3	KING	HAMLET	My words fly up, my thoughts remain below. Words without thoughts never to heaven go.
598	3	4	POLONIUS	HAMLET	He will come straight. Look you lay home to him, Tell him his pranks have been too broad to bear with, And that your Grace hath screen’d and stood between Much heat and him. I’ll silence me e’en here. Pray you be round with him.
599	3	4	HAMLET	POLONIUS	Mother, mother, mother.
600	3	4	QUEEN	HAMLET	I’ll warrant you, Fear me not. Withdraw, I hear him coming. Enter Hamlet.
601	3	4	HAMLET	QUEEN	Now, mother, what’s the matter?
602	3	4	QUEEN	HAMLET	Hamlet, thou hast thy father much offended.
603	3	4	HAMLET	QUEEN	Mother, you have my father much offended.
604	3	4	QUEEN	HAMLET	Come, come, you answer with an idle tongue.
605	3	4	HAMLET	QUEEN	Go, go, you question with a wicked tongue.
606	3	4	QUEEN	HAMLET	Why, how now, Hamlet?
607	3	4	HAMLET	QUEEN	What’s the matter now?
608	3	4	QUEEN	HAMLET	Have you forgot me?
609	3	4	HAMLET	QUEEN	No, by the rood, not so. You are the Queen, your husband’s brother’s wife, And, would it were not so. You are my mother.
610	3	4	QUEEN	HAMLET	Nay, then I’ll set those to you that can speak.
611	3	4	HAMLET	QUEEN	Come, come, and sit you down, you shall not budge. You go not till I set you up a glass Where you may see the inmost part of you.
612	3	4	QUEEN	HAMLET	What wilt thou do? Thou wilt not murder me? Help, help, ho!
613	3	4	POLONIUS	QUEEN	What, ho! help, help, help!
614	3	4	HAMLET	POLONIUS	How now? A rat? Dead for a ducat, dead!
615	3	4	POLONIUS	HAMLET	O, I am slain!
616	3	4	QUEEN	POLONIUS	O me, what hast thou done?
617	3	4	HAMLET	QUEEN	Nay, I know not. is it the King?
618	3	4	QUEEN	HAMLET	O what a rash and bloody deed is this!
619	3	4	HAMLET	QUEEN	A bloody deed. Almost as bad, good mother, As kill a king and marry with his brother.
620	3	4	QUEEN	HAMLET	As kill a king?
621	3	4	HAMLET	QUEEN	Ay, lady, ’twas my word.— Thou wretched, rash, intruding fool, farewell! I took thee for thy better. Take thy fortune, Thou find’st to be too busy is some danger.— Leave wringing of your hands. Peace, sit you down, And let me wring your heart, for so I shall, If it be made of penetrable stuff; If damned custom have not braz’d it so, That it is proof and bulwark against sense.
622	3	4	QUEEN	HAMLET	What have I done, that thou dar’st wag thy tongue In noise so rude against me?
623	3	4	HAMLET	QUEEN	Such an act That blurs the grace and blush of modesty, Calls virtue hypocrite, takes off the rose From the fair forehead of an innocent love, And sets a blister there. Makes marriage vows As false as dicers’ oaths. O such a deed As from the body of contraction plucks The very soul, and sweet religion makes A rhapsody of words. Heaven’s face doth glow, Yea this solidity and compound mass, With tristful visage, as against the doom, Is thought-sick at the act.
624	3	4	QUEEN	HAMLET	Ay me, what act, That roars so loud, and thunders in the index?
625	3	4	HAMLET	QUEEN	Look here upon this picture, and on this, The counterfeit presentment of two brothers. See what a grace was seated on this brow, Hyperion’s curls, the front of Jove himself, An eye like Mars, to threaten and command, A station like the herald Mercury New lighted on a heaven-kissing hill: A combination and a form indeed, Where every god did seem to set his seal, To give the world assurance of a man. This was your husband. Look you now what follows. Here is your husband, like a mildew’d ear Blasting his wholesome brother. Have you eyes? Could you on this fair mountain leave to feed, And batten on this moor? Ha! have you eyes? You cannot call it love; for at your age The hey-day in the blood is tame, it’s humble, And waits upon the judgment: and what judgment Would step from this to this? Sense sure you have, Else could you not have motion; but sure that sense Is apoplex’d, for madness would not err Nor sense to ecstacy was ne’er so thrall’d But it reserv’d some quantity of choice To serve in such a difference. What devil was’t That thus hath cozen’d you at hoodman-blind? Eyes without feeling, feeling without sight, Ears without hands or eyes, smelling sans all, Or but a sickly part of one true sense Could not so mope. O shame! where is thy blush? Rebellious hell, If thou canst mutine in a matron’s bones, To flaming youth let virtue be as wax, And melt in her own fire. Proclaim no shame When the compulsive ardour gives the charge, Since frost itself as actively doth burn, And reason panders will.
626	3	4	QUEEN	HAMLET	O Hamlet, speak no more. Thou turn’st mine eyes into my very soul, And there I see such black and grained spots As will not leave their tinct.
627	3	4	HAMLET	QUEEN	Nay, but to live In the rank sweat of an enseamed bed, Stew’d in corruption, honeying and making love Over the nasty sty.
628	3	4	QUEEN	HAMLET	O speak to me no more; These words like daggers enter in mine ears; No more, sweet Hamlet.
629	3	4	HAMLET	QUEEN	A murderer and a villain; A slave that is not twentieth part the tithe Of your precedent lord. A vice of kings, A cutpurse of the empire and the rule, That from a shelf the precious diadem stole And put it in his pocket!
630	3	4	QUEEN	HAMLET	No more.
631	3	4	HAMLET	QUEEN	A king of shreds and patches!— Enter Ghost. Save me and hover o’er me with your wings, You heavenly guards! What would your gracious figure?
632	3	4	QUEEN	HAMLET	Alas, he’s mad.
633	3	4	HAMLET	QUEEN	Do you not come your tardy son to chide, That, laps’d in time and passion, lets go by The important acting of your dread command? O say!
634	3	4	GHOST	HAMLET	Do not forget. This visitation Is but to whet thy almost blunted purpose. But look, amazement on thy mother sits. O step between her and her fighting soul. Conceit in weakest bodies strongest works. Speak to her, Hamlet.
635	3	4	HAMLET	GHOST	How is it with you, lady?
636	3	4	QUEEN	HAMLET	Alas, how is’t with you, That you do bend your eye on vacancy, And with the incorporal air do hold discourse? Forth at your eyes your spirits wildly peep, And, as the sleeping soldiers in the alarm, Your bedded hairs, like life in excrements, Start up and stand an end. O gentle son, Upon the heat and flame of thy distemper Sprinkle cool patience. Whereon do you look?
637	3	4	HAMLET	QUEEN	On him, on him! Look you how pale he glares, His form and cause conjoin’d, preaching to stones, Would make them capable.—Do not look upon me, Lest with this piteous action you convert My stern effects. Then what I have to do Will want true colour; tears perchance for blood.
638	3	4	QUEEN	HAMLET	To whom do you speak this?
639	3	4	HAMLET	QUEEN	Do you see nothing there?
640	3	4	QUEEN	HAMLET	Nothing at all; yet all that is I see.
641	3	4	HAMLET	QUEEN	Nor did you nothing hear?
642	3	4	QUEEN	HAMLET	No, nothing but ourselves.
643	3	4	HAMLET	QUEEN	Why, look you there! look how it steals away! My father, in his habit as he liv’d! Look where he goes even now out at the portal.
644	3	4	QUEEN	HAMLET	This is the very coinage of your brain. This bodiless creation ecstasy Is very cunning in.
645	3	4	HAMLET	QUEEN	Ecstasy! My pulse as yours doth temperately keep time, And makes as healthful music. It is not madness That I have utter’d. Bring me to the test, And I the matter will re-word; which madness Would gambol from. Mother, for love of grace, Lay not that flattering unction to your soul That not your trespass, but my madness speaks. It will but skin and film the ulcerous place, Whilst rank corruption, mining all within, Infects unseen. Confess yourself to heaven, Repent what’s past, avoid what is to come; And do not spread the compost on the weeds, To make them ranker. Forgive me this my virtue; For in the fatness of these pursy times Virtue itself of vice must pardon beg, Yea, curb and woo for leave to do him good.
646	3	4	QUEEN	HAMLET	O Hamlet, thou hast cleft my heart in twain.
647	3	4	HAMLET	QUEEN	O throw away the worser part of it, And live the purer with the other half. Good night. But go not to mine uncle’s bed. Assume a virtue, if you have it not. That monster custom, who all sense doth eat, Of habits evil, is angel yet in this, That to the use of actions fair and good He likewise gives a frock or livery That aptly is put on. Refrain tonight, And that shall lend a kind of easiness To the next abstinence. The next more easy; For use almost can change the stamp of nature, And either curb the devil, or throw him out With wondrous potency. Once more, good night, And when you are desirous to be bles’d, I’ll blessing beg of you. For this same lord I do repent; but heaven hath pleas’d it so, To punish me with this, and this with me, That I must be their scourge and minister. I will bestow him, and will answer well The death I gave him. So again, good night. I must be cruel, only to be kind: Thus bad begins, and worse remains behind. One word more, good lady.
648	3	4	QUEEN	HAMLET	What shall I do?
649	3	4	HAMLET	QUEEN	Not this, by no means, that I bid you do: Let the bloat King tempt you again to bed, Pinch wanton on your cheek, call you his mouse, And let him, for a pair of reechy kisses, Or paddling in your neck with his damn’d fingers, Make you to ravel all this matter out, That I essentially am not in madness, But mad in craft. ’Twere good you let him know, For who that’s but a queen, fair, sober, wise, Would from a paddock, from a bat, a gib, Such dear concernings hide? Who would do so? No, in despite of sense and secrecy, Unpeg the basket on the house’s top, Let the birds fly, and like the famous ape, To try conclusions, in the basket creep And break your own neck down.
650	3	4	QUEEN	HAMLET	Be thou assur’d, if words be made of breath, And breath of life, I have no life to breathe What thou hast said to me.
651	3	4	HAMLET	QUEEN	I must to England, you know that?
652	3	4	QUEEN	HAMLET	Alack, I had forgot. ’Tis so concluded on.
653	3	4	HAMLET	QUEEN	There’s letters seal’d: and my two schoolfellows, Whom I will trust as I will adders fang’d,— They bear the mandate, they must sweep my way And marshal me to knavery. Let it work; For ’tis the sport to have the enginer Hoist with his own petard, and ’t shall go hard But I will delve one yard below their mines And blow them at the moon. O, ’tis most sweet, When in one line two crafts directly meet. This man shall set me packing. I’ll lug the guts into the neighbour room. Mother, good night. Indeed, this counsellor Is now most still, most secret, and most grave, Who was in life a foolish peating knave. Come, sir, to draw toward an end with you. Good night, mother.
654	4	1	KING	QUEEN	There’s matter in these sighs. These profound heaves You must translate. ’tis fit we understand them. Where is your son?
655	4	1	QUEEN	KING	Bestow this place on us a little while. Ah, my good lord, what have I seen tonight!
656	4	1	KING	QUEEN	What, Gertrude? How does Hamlet?
657	4	1	QUEEN	KING	Mad as the sea and wind, when both contend Which is the mightier. In his lawless fit Behind the arras hearing something stir, Whips out his rapier, cries ‘A rat, a rat!’ And in this brainish apprehension kills The unseen good old man.
658	4	1	KING	QUEEN	O heavy deed! It had been so with us, had we been there. His liberty is full of threats to all; To you yourself, to us, to everyone. Alas, how shall this bloody deed be answer’d? It will be laid to us, whose providence Should have kept short, restrain’d, and out of haunt This mad young man. But so much was our love We would not understand what was most fit, But like the owner of a foul disease, To keep it from divulging, let it feed Even on the pith of life. Where is he gone?
659	4	1	QUEEN	KING	To draw apart the body he hath kill’d, O’er whom his very madness, like some ore Among a mineral of metals base, Shows itself pure. He weeps for what is done.
660	4	1	KING	QUEEN	O Gertrude, come away! The sun no sooner shall the mountains touch But we will ship him hence, and this vile deed We must with all our majesty and skill Both countenance and excuse.—Ho, Guildenstern! Re-enter Rosencrantz and Guildenstern. Friends both, go join you with some further aid: Hamlet in madness hath Polonius slain, And from his mother’s closet hath he dragg’d him. Go seek him out, speak fair, and bring the body Into the chapel. I pray you haste in this. Come, Gertrude, we’ll call up our wisest friends, And let them know both what we mean to do And what’s untimely done, so haply slander, Whose whisper o’er the world’s diameter, As level as the cannon to his blank, Transports his poison’d shot, may miss our name, And hit the woundless air. O, come away! My soul is full of discord and dismay.
661	4	2	HAMLET	GUILDENSTERN	Safely stowed. ROSENCRANTZ and
662	4	2	GUILDENSTERN	HAMLET	Hamlet! Lord Hamlet!
663	4	2	HAMLET	GUILDENSTERN	What noise? Who calls on Hamlet? O, here they come. Enter Rosencrantz and Guildenstern.
664	4	2	ROSENCRANTZ	HAMLET	What have you done, my lord, with the dead body?
665	4	2	HAMLET	ROSENCRANTZ	Compounded it with dust, whereto ’tis kin.
666	4	2	ROSENCRANTZ	HAMLET	Tell us where ’tis, that we may take it thence, And bear it to the chapel.
667	4	2	HAMLET	ROSENCRANTZ	Do not believe it.
668	4	2	ROSENCRANTZ	HAMLET	Believe what?
669	4	2	HAMLET	ROSENCRANTZ	That I can keep your counsel, and not mine own. Besides, to be demanded of a sponge—what replication should be made by the son of a king?
670	4	2	ROSENCRANTZ	HAMLET	Take you me for a sponge, my lord?
671	4	2	HAMLET	ROSENCRANTZ	Ay, sir; that soaks up the King’s countenance, his rewards, his authorities. But such officers do the King best service in the end: he keeps them, like an ape, in the corner of his jaw; first mouthed, to be last swallowed: when he needs what you have gleaned, it is but squeezing you, and, sponge, you shall be dry again.
672	4	2	ROSENCRANTZ	HAMLET	I understand you not, my lord.
673	4	2	HAMLET	ROSENCRANTZ	I am glad of it. A knavish speech sleeps in a foolish ear.
674	4	2	ROSENCRANTZ	HAMLET	My lord, you must tell us where the body is and go with us to the King.
675	4	2	HAMLET	ROSENCRANTZ	The body is with the King, but the King is not with the body. The King is a thing—
676	4	2	GUILDENSTERN	HAMLET	A thing, my lord!
677	4	2	HAMLET	GUILDENSTERN	Of nothing. Bring me to him. Hide fox, and all after.
678	4	3	KING	ROSENCRANTZ	I have sent to seek him and to find the body. How dangerous is it that this man goes loose! Yet must not we put the strong law on him: He’s lov’d of the distracted multitude, Who like not in their judgment, but their eyes; And where ’tis so, th’offender’s scourge is weigh’d, But never the offence. To bear all smooth and even, This sudden sending him away must seem Deliberate pause. Diseases desperate grown By desperate appliance are reliev’d, Or not at all. Enter Rosencrantz. How now? What hath befall’n?
679	4	3	ROSENCRANTZ	KING	Where the dead body is bestow’d, my lord, We cannot get from him.
680	4	3	KING	ROSENCRANTZ	But where is he?
681	4	3	ROSENCRANTZ	KING	Without, my lord, guarded, to know your pleasure.
682	4	3	KING	ROSENCRANTZ	Bring him before us.
683	4	3	ROSENCRANTZ	KING	Ho, Guildenstern! Bring in my lord. Enter Hamlet and Guildenstern.
684	4	3	KING	ROSENCRANTZ	Now, Hamlet, where’s Polonius?
685	4	3	HAMLET	KING	At supper.
686	4	3	KING	HAMLET	At supper? Where?
687	4	3	HAMLET	KING	Not where he eats, but where he is eaten. A certain convocation of politic worms are e’en at him. Your worm is your only emperor for diet. We fat all creatures else to fat us, and we fat ourselves for maggots. Your fat king and your lean beggar is but variable service,—two dishes, but to one table. That’s the end.
688	4	3	KING	HAMLET	Alas, alas!
689	4	3	HAMLET	KING	A man may fish with the worm that hath eat of a king, and eat of the fish that hath fed of that worm.
690	4	3	KING	HAMLET	What dost thou mean by this?
691	4	3	HAMLET	KING	Nothing but to show you how a king may go a progress through the guts of a beggar.
692	4	3	KING	HAMLET	Where is Polonius?
693	4	3	HAMLET	KING	In heaven. Send thither to see. If your messenger find him not there, seek him i’ th’other place yourself. But indeed, if you find him not within this month, you shall nose him as you go up the stairs into the lobby.
694	4	3	KING	HAMLET	Go seek him there.
695	4	3	HAMLET	KING	He will stay till you come.
696	4	3	KING	HAMLET	Hamlet, this deed, for thine especial safety,— Which we do tender, as we dearly grieve For that which thou hast done,—must send thee hence With fiery quickness. Therefore prepare thyself; The bark is ready, and the wind at help, Th’associates tend, and everything is bent For England.
697	4	3	HAMLET	KING	For England?
698	4	3	KING	HAMLET	Ay, Hamlet.
699	4	3	HAMLET	KING	Good.
700	4	3	KING	HAMLET	So is it, if thou knew’st our purposes.
701	4	3	HAMLET	KING	I see a cherub that sees them. But, come; for England! Farewell, dear mother.
702	4	3	KING	HAMLET	Thy loving father, Hamlet.
703	4	3	HAMLET	KING	My mother. Father and mother is man and wife; man and wife is one flesh; and so, my mother. Come, for England.
704	4	3	KING	HAMLET	Follow him at foot. Tempt him with speed aboard; Delay it not; I’ll have him hence tonight. Away, for everything is seal’d and done That else leans on th’affair. Pray you make haste. And England, if my love thou hold’st at aught,— As my great power thereof may give thee sense, Since yet thy cicatrice looks raw and red After the Danish sword, and thy free awe Pays homage to us,—thou mayst not coldly set Our sovereign process, which imports at full, By letters conjuring to that effect, The present death of Hamlet. Do it, England; For like the hectic in my blood he rages, And thou must cure me. Till I know ’tis done, Howe’er my haps, my joys were ne’er begun.
705	4	4	FORTINBRAS	CAPTAIN	Go, Captain, from me greet the Danish king. Tell him that by his license, Fortinbras Craves the conveyance of a promis’d march Over his kingdom. You know the rendezvous. If that his Majesty would aught with us, We shall express our duty in his eye; And let him know so.
706	4	4	CAPTAIN	FORTINBRAS	I will do’t, my lord.
707	4	4	FORTINBRAS	CAPTAIN	Go softly on. Enter Hamlet, Rosencrantz, Guildenstern &c.
708	4	4	HAMLET	FORTINBRAS	Good sir, whose powers are these?
709	4	4	CAPTAIN	HAMLET	They are of Norway, sir.
710	4	4	HAMLET	CAPTAIN	How purpos’d, sir, I pray you?
711	4	4	CAPTAIN	HAMLET	Against some part of Poland.
712	4	4	HAMLET	CAPTAIN	Who commands them, sir?
713	4	4	CAPTAIN	HAMLET	The nephew to old Norway, Fortinbras.
714	4	4	HAMLET	CAPTAIN	Goes it against the main of Poland, sir, Or for some frontier?
715	4	4	CAPTAIN	HAMLET	Truly to speak, and with no addition, We go to gain a little patch of ground That hath in it no profit but the name. To pay five ducats, five, I would not farm it; Nor will it yield to Norway or the Pole A ranker rate, should it be sold in fee.
716	4	4	HAMLET	CAPTAIN	Why, then the Polack never will defend it.
717	4	4	CAPTAIN	HAMLET	Yes, it is already garrison’d.
718	4	4	HAMLET	CAPTAIN	Two thousand souls and twenty thousand ducats Will not debate the question of this straw! This is th’imposthume of much wealth and peace, That inward breaks, and shows no cause without Why the man dies. I humbly thank you, sir.
719	4	4	CAPTAIN	HAMLET	God b’ wi’ you, sir.
720	4	4	ROSENCRANTZ	CAPTAIN	Will’t please you go, my lord?
